"59.30000","4.94312","1.69857"
"59.40000","4.95146","1.70042"
"59.50000","4.95958","1.70132"
"59.60000","4.96792","1.70368"
"59.70000","4.97625","1.70647"
"59.80000","4.98479","1.70536"
"59.90000","4.99312","1.70823"
"60.00000","5.00146","1.70925"
"60.10000","5.00979","1.71121"
"60.20000","5.01812","1.71359"
"60.30000","5.02625","1.71355"
"60.40000","5.03458","1.71553"
"60.50000","5.04312","1.71585"
"60.60000","5.05146","1.71834"
"60.70000","5.05979","1.72064"
"60.80000","5.06792","1.72158"
"60.90000","5.07646","1.72437"
"61.00000","5.08500","1.72628"
"61.10000","5.09333","1.72721"
"61.20000","5.10146","1.72854"
"61.30000","5.10937","1.72900"
"61.40000","5.11771","1.73062"
"61.50000","5.12625","1.73215"
"61.60000","5.13458","1.73454"
"61.70000","5.14292","1.73538"
"61.80000","5.15104","1.73723"
"61.90000","5.15958","1.73909"
"62.00000","5.16833","1.73990"
"62.10000","5.17667","1.74228"
"62.20000","5.18458","1.74330"
"62.30000","5.19312","1.74526"
"62.40000","5.20146","1.74733"
"62.50000","5.21000","1.74833"
"62.60000","5.21812","1.75036"
"62.70000","5.22625","1.75072"
"62.80000","5.23458","1.75381"
"62.90000","5.24312","1.75369"
"63.00000","5.25167","1.75674"
"63.10000","5.25979","1.75908"
"63.20000","5.26771","1.75889"
"63.30000","5.27625","1.76125"
"63.40000","5.28479","1.76243"
"63.50000","5.29354","1.76525"
"63.60000","5.30146","1.76549"
"63.70000","5.30958","1.76783"
"63.80000","5.31792","1.76794"
"63.90000","5.32646","1.77068"
"64.00000","5.33479","1.77222"
"64.10000","5.34292","1.77275"
"64.20000","5.35104","1.77608"
"64.30000","5.35958","1.77783"
"64.40000","5.36833","1.77877"
"64.50000","5.37667","1.77920"
"64.60000","5.38458","1.78078"
"64.70000","5.39271","1.78332"
"64.80000","5.40146","1.78553"
"64.90000","5.41000","1.78718"
"65.00000","5.41833","1.78834"
"65.10000","5.42604","1.79019"
"65.20000","5.43417","1.79107"
"65.30000","5.44292","1.79253"
"65.40000","5.45167","1.79502"
"65.50000","5.46000","1.79574"
"65.60000","5.46771","1.79685"
"65.70000","5.47604","1.79864"
"65.80000","5.48479","1.80063"
"65.90000","5.49354","1.80208"
"66.00000","5.50167","1.80311"
"66.10000","5.50958","1.80537"
"66.20000","5.51771","1.80627"
"66.30000","5.52625","1.80851"
"66.40000","5.53458","1.81107"
"66.50000","5.54292","1.81081"
"66.60000","5.55104","1.81265"
"66.70000","5.55958","1.81371"
"66.80000","5.56812","1.81442"
"66.90000","5.57667","1.81669"
"67.00000","5.58479","1.81802"
"67.10000","5.59292","1.82008"
"67.20000","5.60125","1.82167"
"67.30000","5.61000","1.82348"
"67.40000","5.61833","1.82507"
"67.50000","5.62646","1.82642"
"67.60000","5.63458","1.82704"
"67.70000","5.64292","1.82850"
"67.80000","5.65167","1.83041"
"67.90000","5.65979","1.83224"
"68.00000","5.66812","1.83245"
"68.10000","5.67625","1.83463"
"68.20000","5.68458","1.83580"
